,ID,Datetime,SubBasin,Name,Wind_Speed(knots),Air_Pressure(mb),Distance_to_Land(km),Latitude,Longitude,Season,Storm_Category
85747,1978257N11298,1978-09-16 12:00:00,CS,GRETA,70.0,989.0,417,14.0,-77.7,3,Cat1
85751,1978257N11298,1978-09-17 00:00:00,CS,GRETA,80.0,982.0,379,14.6,-79.6,3,Cat1
85755,1978257N11298,1978-09-17 12:00:00,CS,GRETA,90.0,974.0,162,15.2,-81.6,3,Cat2
85757,1978257N11298,1978-09-17 18:00:00,CS,GRETA,95.0,968.0,77,15.5,-82.6,3,Cat2
85759,1978257N11298,1978-09-18 00:00:00,CS,GRETA,110.0,952.0,33,15.6,-83.4,3,Cat3
85761,1978257N11298,1978-09-18 06:00:00,CS,GRETA,115.0,947.0,0,15.8,-84.3,3,Cat4
85763,1978257N11298,1978-09-18 12:00:00,CS,GRETA,105.0,957.0,55,16.4,-85.6,3,Cat3
85765,1978257N11298,1978-09-18 18:00:00,CS,GRETA,100.0,964.0,89,16.6,-86.9,3,Cat3
85767,1978257N11298,1978-09-19 00:00:00,CS,GRETA,95.0,964.0,0,17.0,-88.2,3,Cat2
86135,1979171N10315,1979-06-23 00:00:00,CS,ANA,35.0,1010.0,402,14.1,-59.8,2,TS
86137,1979171N10315,1979-06-23 06:00:00,CS,ANA,30.0,1012.0,369,14.0,-61.3,2,TS
86139,1979171N10315,1979-06-23 12:00:00,CS,ANA,25.0,1012.0,369,14.0,-62.8,2,TS
86141,1979171N10315,1979-06-23 18:00:00,CS,ANA,25.0,1012.0,382,14.0,-64.5,2,TS
86143,1979171N10315,1979-06-24 00:00:00,CS,ANA,25.0,1012.0,380,14.0,-66.2,2,TS
86185,1979191N22264,1979-07-09 12:00:00,GM,BOB,20.0,1012.0,141,22.0,-96.0,3,TS
86187,1979191N22264,1979-07-09 18:00:00,GM,BOB,25.0,1010.0,229,22.5,-95.3,3,TS
86189,1979191N22264,1979-07-10 00:00:00,GM,BOB,30.0,1007.0,318,23.0,-94.6,3,TS
86191,1979191N22264,1979-07-10 06:00:00,GM,BOB,35.0,1004.0,407,23.5,-93.8,3,TS
86193,1979191N22264,1979-07-10 12:00:00,GM,BOB,50.0,998.0,426,24.0,-93.0,3,TS
86195,1979191N22264,1979-07-10 18:00:00,GM,BOB,55.0,996.0,478,25.0,-92.3,3,TS
86197,1979191N22264,1979-07-11 00:00:00,GM,BOB,65.0,988.0,331,26.2,-91.6,3,Cat1
86199,1979191N22264,1979-07-11 06:00:00,GM,BOB,65.0,991.0,146,27.8,-91.1,3,Cat1
86201,1979191N22264,1979-07-11 12:00:00,GM,BOB,65.0,986.0,0,29.1,-90.6,3,Cat1
86287,1979197N13314,1979-07-17 18:00:00,CS,CLAUDETTE,40.0,1010.0,370,18.0,-62.1,3,TS
86289,1979197N13314,1979-07-18 00:00:00,CS,CLAUDETTE,35.0,1010.0,190,18.2,-63.8,3,TS
86291,1979197N13314,1979-07-18 06:00:00,CS,CLAUDETTE,30.0,1011.0,21,18.3,-65.4,3,TS
86305,1979197N13314,1979-07-20 00:00:00,CS,CLAUDETTE,20.0,1013.0,52,19.0,-73.3,3,TS
86307,1979197N13314,1979-07-20 06:00:00,CS,CLAUDETTE,20.0,1013.0,74,19.2,-74.7,3,TS
86309,1979197N13314,1979-07-20 12:00:00,CS,CLAUDETTE,20.0,1013.0,54,19.5,-76.7,3,TS
86311,1979197N13314,1979-07-20 18:00:00,CS,CLAUDETTE,20.0,1013.0,106,20.0,-78.7,3,TS
86313,1979197N13314,1979-07-21 00:00:00,CS,CLAUDETTE,20.0,1013.0,129,20.6,-80.4,3,TS
86315,1979197N13314,1979-07-21 06:00:00,CS,CLAUDETTE,25.0,1013.0,38,21.4,-82.2,3,TS
86317,1979197N13314,1979-07-21 12:00:00,CS,CLAUDETTE,30.0,1012.0,11,22.1,-83.5,3,TS
86319,1979197N13314,1979-07-21 18:00:00,GM,CLAUDETTE,30.0,1010.0,83,22.8,-85.0,3,TS
86321,1979197N13314,1979-07-22 00:00:00,GM,CLAUDETTE,30.0,1007.0,229,23.5,-86.5,3,TS
86323,1979197N13314,1979-07-22 06:00:00,GM,CLAUDETTE,30.0,1007.0,281,24.0,-87.4,3,TS
86325,1979197N13314,1979-07-22 12:00:00,GM,CLAUDETTE,30.0,1007.0,335,24.5,-88.5,3,TS
86327,1979197N13314,1979-07-22 18:00:00,GM,CLAUDETTE,30.0,1006.0,401,25.0,-89.5,3,TS
86329,1979197N13314,1979-07-23 00:00:00,GM,CLAUDETTE,30.0,1005.0,413,25.4,-90.5,3,TS
86331,1979197N13314,1979-07-23 06:00:00,GM,CLAUDETTE,30.0,1004.0,360,25.9,-91.4,3,TS
86333,1979197N13314,1979-07-23 12:00:00,GM,CLAUDETTE,35.0,1003.0,335,26.4,-92.4,3,TS
86335,1979197N13314,1979-07-23 18:00:00,GM,CLAUDETTE,35.0,1003.0,296,26.9,-92.9,3,TS
86337,1979197N13314,1979-07-24 00:00:00,GM,CLAUDETTE,35.0,1003.0,243,27.5,-93.4,3,TS
86339,1979197N13314,1979-07-24 06:00:00,GM,CLAUDETTE,40.0,1003.0,158,28.3,-93.5,3,TS
86341,1979197N13314,1979-07-24 12:00:00,GM,CLAUDETTE,45.0,1002.0,100,28.8,-93.7,3,TS
86343,1979197N13314,1979-07-24 18:00:00,GM,CLAUDETTE,45.0,1000.0,11,29.6,-93.9,3,TS
86490,1979238N12324,1979-08-29 12:00:00,CS,DAVID,125.0,938.0,465,14.8,-60.3,3,Cat4
86492,1979238N12324,1979-08-29 18:00:00,CS,DAVID,125.0,933.0,515,15.3,-61.6,3,Cat4
86494,1979238N12324,1979-08-30 00:00:00,CS,DAVID,130.0,929.0,416,15.6,-62.8,3,Cat4
86496,1979238N12324,1979-08-30 06:00:00,CS,DAVID,140.0,925.0,281,16.0,-64.2,3,Cat5
86498,1979238N12324,1979-08-30 12:00:00,CS,DAVID,145.0,924.0,200,16.3,-65.2,3,Cat5
86500,1979238N12324,1979-08-30 18:00:00,CS,DAVID,150.0,924.0,145,16.6,-66.2,3,Cat5
86502,1979238N12324,1979-08-31 00:00:00,CS,DAVID,145.0,927.0,123,16.8,-67.3,3,Cat5
86504,1979238N12324,1979-08-31 06:00:00,CS,DAVID,145.0,928.0,137,17.0,-68.3,3,Cat5
86506,1979238N12324,1979-08-31 12:00:00,CS,DAVID,145.0,927.0,116,17.2,-69.1,3,Cat5
86508,1979238N12324,1979-08-31 18:00:00,CS,DAVID,150.0,926.0,56,17.9,-69.7,3,Cat5
86514,1979238N12324,1979-09-01 12:00:00,CS,DAVID,65.0,1002.0,20,19.7,-73.7,3,Cat1
86632,1979241N11335,1979-09-03 06:00:00,CS,FREDERIC,55.0,1000.0,523,17.1,-60.8,3,TS
86634,1979241N11335,1979-09-03 12:00:00,CS,FREDERIC,50.0,999.0,409,17.5,-61.8,3,TS
86636,1979241N11335,1979-09-03 18:00:00,CS,FREDERIC,50.0,1000.0,299,17.8,-62.8,3,TS
86638,1979241N11335,1979-09-04 00:00:00,CS,FREDERIC,50.0,1002.0,191,18.0,-63.8,3,TS
86640,1979241N11335,1979-09-04 06:00:00,CS,FREDERIC,45.0,1003.0,85,18.1,-64.8,3,TS
86642,1979241N11335,1979-09-04 12:00:00,CS,FREDERIC,45.0,1004.0,0,18.1,-65.8,3,TS
86646,1979241N11335,1979-09-05 00:00:00,CS,FREDERIC,45.0,1006.0,63,18.0,-67.8,3,TS
86648,1979241N11335,1979-09-05 06:00:00,CS,FREDERIC,45.0,1007.0,78,17.5,-68.7,3,TS
86650,1979241N11335,1979-09-05 12:00:00,CS,FREDERIC,40.0,1008.0,99,17.4,-69.2,3,TS
86652,1979241N11335,1979-09-05 18:00:00,CS,FREDERIC,40.0,1007.0,67,17.8,-69.6,3,TS
86654,1979241N11335,1979-09-06 00:00:00,CS,FREDERIC,40.0,1005.0,0,18.5,-69.9,3,TS
86662,1979241N11335,1979-09-07 00:00:00,CS,FREDERIC,30.0,1006.0,0,20.1,-74.5,3,TS
86670,1979241N11335,1979-09-08 00:00:00,CS,FREDERIC,30.0,1003.0,20,21.1,-78.7,3,TS
86672,1979241N11335,1979-09-08 06:00:00,CS,FREDERIC,30.0,1003.0,24,21.3,-79.3,3,TS
86674,1979241N11335,1979-09-08 12:00:00,CS,FREDERIC,30.0,1002.0,22,21.5,-79.8,3,TS
86676,1979241N11335,1979-09-08 18:00:00,CS,FREDERIC,30.0,1002.0,39,21.6,-80.5,3,TS
86678,1979241N11335,1979-09-09 00:00:00,CS,FREDERIC,35.0,1001.0,39,21.7,-81.0,3,TS
86680,1979241N11335,1979-09-09 06:00:00,CS,FREDERIC,40.0,1000.0,35,21.8,-81.5,3,TS
86682,1979241N11335,1979-09-09 12:00:00,CS,FREDERIC,45.0,999.0,39,21.9,-82.0,3,TS
86684,1979241N11335,1979-09-09 18:00:00,CS,FREDERIC,50.0,997.0,30,22.0,-82.5,3,TS
86686,1979241N11335,1979-09-10 00:00:00,CS,FREDERIC,55.0,995.0,15,22.4,-83.0,3,TS
86692,1979241N11335,1979-09-10 18:00:00,GM,FREDERIC,70.0,987.0,24,23.0,-83.8,3,Cat1
86694,1979241N11335,1979-09-11 00:00:00,GM,FREDERIC,75.0,985.0,63,23.3,-84.0,3,Cat1
86696,1979241N11335,1979-09-11 06:00:00,GM,FREDERIC,80.0,983.0,129,23.8,-84.4,3,Cat1
86698,1979241N11335,1979-09-11 12:00:00,GM,FREDERIC,85.0,980.0,206,24.4,-84.8,3,Cat2
86700,1979241N11335,1979-09-11 18:00:00,GM,FREDERIC,95.0,968.0,284,25.0,-85.2,3,Cat2
86702,1979241N11335,1979-09-12 00:00:00,GM,FREDERIC,100.0,960.0,364,25.7,-85.8,3,Cat3
86704,1979241N11335,1979-09-12 06:00:00,GM,FREDERIC,110.0,952.0,370,26.5,-86.4,3,Cat3
86706,1979241N11335,1979-09-12 12:00:00,GM,FREDERIC,115.0,943.0,272,27.4,-87.0,3,Cat4
86708,1979241N11335,1979-09-12 18:00:00,GM,FREDERIC,115.0,950.0,148,28.4,-87.7,3,Cat4
86710,1979241N11335,1979-09-13 00:00:00,GM,FREDERIC,115.0,946.0,55,29.7,-88.0,3,Cat4
86727,1979242N26271,1979-08-30 00:00:00,GM,ELENA,25.0,1008.0,390,25.5,-89.1,3,TS
86729,1979242N26271,1979-08-30 06:00:00,GM,ELENA,25.0,1008.0,344,26.0,-89.9,3,TS
86731,1979242N26271,1979-08-30 12:00:00,GM,ELENA,30.0,1007.0,301,26.4,-90.7,3,TS
86733,1979242N26271,1979-08-30 18:00:00,GM,ELENA,35.0,1006.0,271,26.8,-91.8,3,TS
86735,1979242N26271,1979-08-31 00:00:00,GM,ELENA,35.0,1004.0,341,26.5,-93.0,3,TS
86737,1979242N26271,1979-08-31 06:00:00,GM,ELENA,35.0,1006.0,281,26.8,-93.8,3,TS
86739,1979242N26271,1979-08-31 12:00:00,GM,ELENA,35.0,1008.0,242,27.0,-94.2,3,TS
86741,1979242N26271,1979-08-31 18:00:00,GM,ELENA,35.0,1008.0,191,27.3,-94.7,3,TS
86743,1979242N26271,1979-09-01 00:00:00,GM,ELENA,35.0,1008.0,142,27.6,-95.1,3,TS
86745,1979242N26271,1979-09-01 06:00:00,GM,ELENA,35.0,1008.0,92,27.9,-95.5,3,TS
86747,1979242N26271,1979-09-01 12:00:00,GM,ELENA,35.0,1008.0,22,28.5,-95.8,3,TS
86880,1979258N20273,1979-09-15 00:00:00,CS,HENRI,25.0,1003.0,53,20.3,-86.8,3,TS
86882,1979258N20273,1979-09-15 06:00:00,CS,HENRI,25.0,1003.0,10,21.5,-86.9,3,TS
86884,1979258N20273,1979-09-15 12:00:00,GM,HENRI,30.0,1003.0,116,22.5,-87.4,3,TS
86886,1979258N20273,1979-09-15 18:00:00,GM,HENRI,30.0,1003.0,111,22.5,-88.5,3,TS
86888,1979258N20273,1979-09-16 00:00:00,GM,HENRI,30.0,1003.0,140,22.5,-89.7,3,TS
86890,1979258N20273,1979-09-16 06:00:00,GM,HENRI,30.0,1002.0,172,22.5,-91.0,3,TS
86892,1979258N20273,1979-09-16 12:00:00,GM,HENRI,35.0,1001.0,225,22.1,-92.2,3,TS
86894,1979258N20273,1979-09-16 18:00:00,GM,HENRI,45.0,999.0,284,21.3,-93.1,3,TS
86896,1979258N20273,1979-09-17 00:00:00,GM,HENRI,55.0,995.0,202,20.2,-93.6,3,TS
86898,1979258N20273,1979-09-17 06:00:00,GM,HENRI,65.0,990.0,207,20.2,-94.0,3,Cat1
86900,1979258N20273,1979-09-17 12:00:00,GM,HENRI,75.0,983.0,212,20.4,-94.3,3,Cat1
86902,1979258N20273,1979-09-17 18:00:00,GM,HENRI,70.0,984.0,212,20.8,-94.6,3,Cat1
86904,1979258N20273,1979-09-18 00:00:00,GM,HENRI,65.0,992.0,183,20.9,-95.0,3,Cat1
86906,1979258N20273,1979-09-18 06:00:00,GM,HENRI,60.0,997.0,160,21.0,-95.4,3,TS
86908,1979258N20273,1979-09-18 12:00:00,GM,HENRI,50.0,1000.0,152,21.2,-95.7,3,TS
86910,1979258N20273,1979-09-18 18:00:00,GM,HENRI,40.0,1000.0,165,21.6,-95.7,3,TS
86912,1979258N20273,1979-09-19 00:00:00,GM,HENRI,40.0,1000.0,165,21.5,-95.7,3,TS
86914,1979258N20273,1979-09-19 06:00:00,GM,HENRI,35.0,1001.0,167,21.3,-95.6,3,TS
86916,1979258N20273,1979-09-19 12:00:00,GM,HENRI,35.0,1003.0,160,21.1,-95.5,3,TS
86918,1979258N20273,1979-09-19 18:00:00,GM,HENRI,30.0,1005.0,175,21.1,-95.3,3,TS
86920,1979258N20273,1979-09-20 00:00:00,GM,HENRI,30.0,1005.0,205,21.1,-94.9,3,TS
86922,1979258N20273,1979-09-20 06:00:00,GM,HENRI,30.0,1005.0,239,21.1,-94.5,3,TS
86924,1979258N20273,1979-09-20 12:00:00,GM,HENRI,30.0,1006.0,271,21.2,-94.2,3,TS
86926,1979258N20273,1979-09-20 18:00:00,GM,HENRI,30.0,1006.0,309,21.2,-93.7,3,TS
86928,1979258N20273,1979-09-21 00:00:00,GM,HENRI,30.0,1006.0,317,21.4,-93.4,3,TS
86930,1979258N20273,1979-09-21 06:00:00,GM,HENRI,30.0,1007.0,297,21.7,-93.1,3,TS
86932,1979258N20273,1979-09-21 12:00:00,GM,HENRI,30.0,1008.0,267,22.0,-92.7,3,TS
86934,1979258N20273,1979-09-21 18:00:00,GM,HENRI,30.0,1009.0,246,22.3,-92.3,3,TS
86936,1979258N20273,1979-09-22 00:00:00,GM,HENRI,25.0,1010.0,250,22.6,-92.1,3,TS
86938,1979258N20273,1979-09-22 06:00:00,GM,HENRI,20.0,1011.0,256,23.0,-91.7,3,TS
86940,1979258N20273,1979-09-22 12:00:00,GM,HENRI,20.0,1011.0,275,23.3,-91.5,3,TS
86942,1979258N20273,1979-09-22 18:00:00,GM,HENRI,20.0,1011.0,310,23.8,-91.0,3,TS
86944,1979258N20273,1979-09-23 00:00:00,GM,HENRI,20.0,1011.0,351,24.3,-90.5,3,TS
86946,1979258N20273,1979-09-23 06:00:00,GM,HENRI,20.0,1011.0,399,24.8,-90.1,3,TS
86948,1979258N20273,1979-09-23 12:00:00,GM,HENRI,20.0,1011.0,416,25.3,-89.6,3,TS
86950,1979258N20273,1979-09-23 18:00:00,GM,HENRI,20.0,1011.0,403,25.4,-88.8,3,TS
86952,1979258N20273,1979-09-24 00:00:00,GM,HENRI,20.0,1011.0,394,25.6,-88.0,3,TS
86954,1979258N20273,1979-09-24 06:00:00,GM,HENRI,20.0,1011.0,379,26.0,-87.3,3,TS
86956,1979258N20273,1979-09-24 12:00:00,GM,HENRI,20.0,1011.0,374,26.4,-86.7,3,TS
87271,1980214N11330,1980-08-04 06:00:00,CS,ALLEN,115.0,948.0,324,13.6,-61.0,3,Cat4
87273,1980214N11330,1980-08-04 12:00:00,CS,ALLEN,125.0,945.0,369,14.0,-63.0,3,Cat4
87275,1980214N11330,1980-08-04 18:00:00,CS,ALLEN,130.0,930.0,414,14.4,-64.9,3,Cat4
87277,1980214N11330,1980-08-05 00:00:00,CS,ALLEN,140.0,911.0,347,14.8,-66.7,3,Cat5
87279,1980214N11330,1980-08-05 06:00:00,CS,ALLEN,145.0,916.0,313,15.4,-68.6,3,Cat5
87281,1980214N11330,1980-08-05 12:00:00,CS,ALLEN,155.0,932.0,213,15.9,-70.5,3,Cat5
87283,1980214N11330,1980-08-05 18:00:00,CS,ALLEN,150.0,940.0,155,16.5,-72.3,3,Cat5
87285,1980214N11330,1980-08-06 00:00:00,CS,ALLEN,140.0,945.0,22,17.8,-73.8,3,Cat5
87287,1980214N11330,1980-08-06 06:00:00,CS,ALLEN,115.0,955.0,43,18.3,-75.9,3,Cat4
87289,1980214N11330,1980-08-06 12:00:00,CS,ALLEN,115.0,955.0,74,19.2,-78.0,3,Cat4
87291,1980214N11330,1980-08-06 18:00:00,CS,ALLEN,125.0,955.0,189,20.0,-80.1,3,Cat4
87293,1980214N11330,1980-08-07 00:00:00,CS,ALLEN,135.0,945.0,172,20.1,-81.9,3,Cat4
87295,1980214N11330,1980-08-07 06:00:00,CS,ALLEN,145.0,935.0,137,20.4,-83.6,3,Cat5
87297,1980214N11330,1980-08-07 12:00:00,CS,ALLEN,155.0,910.0,89,21.0,-84.8,3,Cat5
87299,1980214N11330,1980-08-07 18:00:00,GM,ALLEN,165.0,899.0,68,21.8,-86.4,3,Cat5
87301,1980214N11330,1980-08-08 00:00:00,GM,ALLEN,155.0,920.0,78,22.2,-87.9,3,Cat5
87303,1980214N11330,1980-08-08 06:00:00,GM,ALLEN,130.0,945.0,157,22.8,-89.2,3,Cat4
87305,1980214N11330,1980-08-08 12:00:00,GM,ALLEN,115.0,960.0,253,23.4,-90.5,3,Cat4
87307,1980214N11330,1980-08-08 18:00:00,GM,ALLEN,130.0,940.0,348,23.9,-91.8,3,Cat4
87309,1980214N11330,1980-08-09 00:00:00,GM,ALLEN,145.0,912.0,440,24.5,-93.0,3,Cat5
87311,1980214N11330,1980-08-09 06:00:00,GM,ALLEN,155.0,909.0,308,25.0,-94.2,3,Cat5
87313,1980214N11330,1980-08-09 12:00:00,GM,ALLEN,140.0,916.0,186,25.2,-95.4,3,Cat5
87315,1980214N11330,1980-08-09 18:00:00,GM,ALLEN,125.0,925.0,112,25.4,-96.1,3,Cat4
87317,1980214N11330,1980-08-10 00:00:00,GM,ALLEN,110.0,935.0,37,25.8,-96.8,3,Cat3
87319,1980214N11330,1980-08-10 06:00:00,GM,ALLEN,100.0,945.0,9,26.1,-97.2,3,Cat3
87604,1980249N28269,1980-09-04 18:00:00,GM,DANIELLE,25.0,1010.0,89,28.3,-90.6,3,TS
87606,1980249N28269,1980-09-05 00:00:00,GM,DANIELLE,25.0,1010.0,97,28.3,-91.3,3,TS
87608,1980249N28269,1980-09-05 06:00:00,GM,DANIELLE,25.0,1009.0,112,28.4,-91.8,3,TS
87610,1980249N28269,1980-09-05 12:00:00,GM,DANIELLE,30.0,1008.0,78,28.8,-92.4,3,TS
87612,1980249N28269,1980-09-05 18:00:00,GM,DANIELLE,50.0,1004.0,44,29.4,-93.4,3,TS
87614,1980249N28269,1980-09-06 00:00:00,GM,DANIELLE,40.0,1004.0,9,29.4,-94.9,3,TS
87748,1980265N15283,1980-09-20 12:00:00,CS,HERMINE,25.0,1008.0,346,14.6,-77.2,3,TS
87750,1980265N15283,1980-09-20 18:00:00,CS,HERMINE,25.0,1007.0,361,14.8,-78.7,3,TS
87752,1980265N15283,1980-09-21 00:00:00,CS,HERMINE,30.0,1006.0,311,15.0,-80.2,3,TS
87754,1980265N15283,1980-09-21 06:00:00,CS,HERMINE,35.0,1003.0,161,15.1,-81.6,3,TS
87756,1980265N15283,1980-09-21 12:00:00,CS,HERMINE,40.0,1000.0,35,15.3,-83.0,3,TS
87758,1980265N15283,1980-09-21 18:00:00,CS,HERMINE,45.0,998.0,10,15.8,-84.2,3,TS
87760,1980265N15283,1980-09-22 00:00:00,CS,HERMINE,50.0,996.0,67,16.5,-85.5,3,TS
87762,1980265N15283,1980-09-22 06:00:00,CS,HERMINE,55.0,995.0,147,17.1,-86.7,3,TS
87764,1980265N15283,1980-09-22 12:00:00,CS,HERMINE,60.0,994.0,43,17.8,-87.8,3,TS
87770,1980265N15283,1980-09-23 06:00:00,GM,HERMINE,45.0,995.0,11,19.1,-91.3,3,TS
87772,1980265N15283,1980-09-23 12:00:00,GM,HERMINE,50.0,995.0,78,19.3,-92.6,3,TS
87774,1980265N15283,1980-09-23 18:00:00,GM,HERMINE,55.0,994.0,94,19.3,-93.2,3,TS
87776,1980265N15283,1980-09-24 00:00:00,GM,HERMINE,60.0,993.0,100,19.2,-93.8,3,TS
87778,1980265N15283,1980-09-24 06:00:00,GM,HERMINE,60.0,993.0,61,18.8,-94.4,3,TS
87780,1980265N15283,1980-09-24 12:00:00,GM,HERMINE,55.0,994.0,11,18.5,-94.8,3,TS
87899,1980313N14277,1980-11-07 18:00:00,CS,JEANNE,20.0,1008.0,97,13.6,-82.6,4,TS
87901,1980313N14277,1980-11-08 00:00:00,CS,JEANNE,20.0,1006.0,31,14.7,-83.0,4,TS
87903,1980313N14277,1980-11-08 06:00:00,CS,JEANNE,20.0,1006.0,74,16.0,-83.4,4,TS
87905,1980313N14277,1980-11-08 12:00:00,CS,JEANNE,25.0,1006.0,173,17.3,-83.9,4,TS
87907,1980313N14277,1980-11-08 18:00:00,CS,JEANNE,30.0,1005.0,305,18.6,-84.3,4,TS
87909,1980313N14277,1980-11-09 00:00:00,CS,JEANNE,30.0,1005.0,279,19.3,-84.6,4,TS
87911,1980313N14277,1980-11-09 06:00:00,CS,JEANNE,30.0,1004.0,201,20.0,-84.8,4,TS
87913,1980313N14277,1980-11-09 12:00:00,CS,JEANNE,40.0,1000.0,116,20.8,-85.1,4,TS
87915,1980313N14277,1980-11-09 18:00:00,CS,JEANNE,45.0,999.0,69,21.3,-85.2,4,TS
87917,1980313N14277,1980-11-10 00:00:00,CS,JEANNE,50.0,999.0,45,21.6,-85.3,4,TS
87919,1980313N14277,1980-11-10 06:00:00,GM,JEANNE,50.0,999.0,42,22.0,-85.4,4,TS
87921,1980313N14277,1980-11-10 12:00:00,GM,JEANNE,50.0,999.0,84,22.5,-85.5,4,TS
87923,1980313N14277,1980-11-10 18:00:00,GM,JEANNE,50.0,999.0,162,23.2,-85.7,4,TS
87925,1980313N14277,1980-11-11 00:00:00,GM,JEANNE,55.0,998.0,230,23.7,-86.1,4,TS
87927,1980313N14277,1980-11-11 06:00:00,GM,JEANNE,60.0,997.0,289,24.1,-86.5,4,TS
87929,1980313N14277,1980-11-11 12:00:00,GM,JEANNE,65.0,992.0,290,24.1,-87.0,4,Cat1
87931,1980313N14277,1980-11-11 18:00:00,GM,JEANNE,75.0,986.0,290,24.1,-87.2,4,Cat1
87933,1980313N14277,1980-11-12 00:00:00,GM,JEANNE,85.0,988.0,292,24.1,-87.4,4,Cat2
87935,1980313N14277,1980-11-12 06:00:00,GM,JEANNE,70.0,992.0,268,23.9,-88.3,4,Cat1
87937,1980313N14277,1980-11-12 12:00:00,GM,JEANNE,65.0,994.0,260,23.8,-89.0,4,Cat1
87939,1980313N14277,1980-11-12 18:00:00,GM,JEANNE,65.0,995.0,284,23.8,-89.8,4,Cat1
87941,1980313N14277,1980-11-13 00:00:00,GM,JEANNE,55.0,999.0,315,24.0,-90.3,4,TS
87943,1980313N14277,1980-11-13 06:00:00,GM,JEANNE,55.0,997.0,445,24.9,-91.6,4,TS
87945,1980313N14277,1980-11-13 12:00:00,GM,JEANNE,60.0,993.0,432,25.6,-92.8,4,TS
87947,1980313N14277,1980-11-13 18:00:00,GM,JEANNE,60.0,994.0,313,25.6,-94.0,4,TS
87949,1980313N14277,1980-11-14 00:00:00,GM,JEANNE,55.0,996.0,217,25.5,-95.0,4,TS
87951,1980313N14277,1980-11-14 06:00:00,GM,JEANNE,50.0,998.0,195,25.6,-95.2,4,TS
87953,1980313N14277,1980-11-14 12:00:00,GM,JEANNE,50.0,1002.0,191,25.8,-95.2,4,TS
87955,1980313N14277,1980-11-14 18:00:00,GM,JEANNE,40.0,1002.0,229,26.0,-94.8,4,TS
87957,1980313N14277,1980-11-15 00:00:00,GM,JEANNE,30.0,1004.0,270,26.2,-94.4,4,TS
87959,1980313N14277,1980-11-15 06:00:00,GM,JEANNE,30.0,1004.0,335,26.3,-93.7,4,TS
87961,1980313N14277,1980-11-15 12:00:00,GM,JEANNE,25.0,1005.0,369,26.2,-93.2,4,TS
87963,1980313N14277,1980-11-15 18:00:00,GM,JEANNE,20.0,1006.0,406,25.9,-92.9,4,TS
87965,1980313N14277,1980-11-16 00:00:00,GM,JEANNE,20.0,1007.0,415,25.4,-93.0,4,TS
87967,1980313N14277,1980-11-16 06:00:00,GM,JEANNE,20.0,1007.0,410,25.2,-93.1,4,TS
88070,1981127N18276,1981-05-06 18:00:00,CS,ARLENE,30.0,1006.0,300,18.4,-83.6,2,TS
88072,1981127N18276,1981-05-07 00:00:00,CS,ARLENE,30.0,1006.0,335,18.4,-82.7,2,TS
88074,1981127N18276,1981-05-07 06:00:00,CS,ARLENE,30.0,1005.0,333,18.6,-81.7,2,TS
88076,1981127N18276,1981-05-07 12:00:00,CS,ARLENE,35.0,1003.0,248,19.0,-80.6,2,TS
88078,1981127N18276,1981-05-07 18:00:00,CS,ARLENE,40.0,1000.0,199,19.6,-79.7,2,TS
88080,1981127N18276,1981-05-08 00:00:00,CS,ARLENE,45.0,999.0,78,20.3,-78.7,2,TS
88229,1981219N11334,1981-08-11 18:00:00,CS,DENNIS,30.0,1010.0,447,14.6,-60.1,3,TS
88231,1981219N11334,1981-08-12 00:00:00,CS,DENNIS,25.0,1010.0,470,14.9,-61.9,3,TS
88233,1981219N11334,1981-08-12 06:00:00,CS,DENNIS,25.0,1011.0,378,15.2,-63.8,3,TS
88235,1981219N11334,1981-08-12 12:00:00,CS,DENNIS,25.0,1011.0,284,15.4,-65.7,3,TS
88237,1981219N11334,1981-08-12 18:00:00,CS,DENNIS,25.0,1011.0,260,15.6,-67.6,3,TS
88261,1981219N11334,1981-08-15 18:00:00,CS,DENNIS,30.0,1007.0,44,21.7,-80.8,3,TS
88271,1981219N11334,1981-08-17 00:00:00,GM,DENNIS,35.0,998.0,30,24.9,-81.3,3,TS
88273,1981219N11334,1981-08-17 06:00:00,GM,DENNIS,35.0,999.0,0,25.2,-81.2,3,TS
88465,1981247N16300,1981-09-03 12:00:00,CS,FLOYD,20.0,1010.0,605,16.2,-60.3,3,TS
88467,1981247N16300,1981-09-03 18:00:00,CS,FLOYD,20.0,1010.0,506,16.7,-61.1,3,TS
88469,1981247N16300,1981-09-04 00:00:00,CS,FLOYD,20.0,1009.0,404,17.3,-61.9,3,TS
88471,1981247N16300,1981-09-04 06:00:00,CS,FLOYD,20.0,1008.0,317,18.0,-62.6,3,TS
88473,1981247N16300,1981-09-04 12:00:00,CS,FLOYD,30.0,1006.0,243,18.6,-63.3,3,TS
88546,1981250N15306,1981-09-08 00:00:00,CS,GERT,40.0,1008.0,550,15.6,-60.6,3,TS
88548,1981250N15306,1981-09-08 06:00:00,CS,GERT,45.0,1005.0,422,16.1,-62.3,3,TS
88550,1981250N15306,1981-09-08 12:00:00,CS,GERT,50.0,1002.0,230,16.8,-64.0,3,TS
88552,1981250N15306,1981-09-08 18:00:00,CS,GERT,50.0,1004.0,47,17.8,-65.4,3,TS
88892,1981307N17279,1981-11-03 00:00:00,CS,KATRINA,25.0,1005.0,294,16.9,-81.2,4,TS
